congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,G000560,Graves,GA,14,R,95,0.9789473684210527,0.94885113,52.9
116,house,G000560,Graves,GA,14,R,56,0.9821428571428571,0.97057059,52.9
0,house,G000563,Gibbs,OH,7,Republican,148,0.9662162162162162,0.94768367,29.7
115,house,G000563,Gibbs,OH,7,R,96,0.96875,0.9461453,29.7
116,house,G000563,Gibbs,OH,7,R,52,0.9615384615384616,0.95052372,29.7
0,house,G000565,Gosar,AZ,4,Republican,144,0.8472222222222222,0.95207071,40.2
115,house,G000565,Gosar,AZ,4,R,90,0.7777777777777778,0.94760983,40.2
116,house,G000565,Gosar,AZ,4,R,54,0.9629629629629629,0.9595055,40.2
0,house,G000566,Gowdy,SC,4,Republican,96,0.9791666666666666,0.94068215,25.7
115,house,G000566,Gowdy,SC,4,R,96,0.9791666666666666,0.94068215,25.7
0,house,G000568,Griffith,VA,9,Republican,148,0.8986486486486487,0.95373532,41.5
115,house,G000568,Griffith,VA,9,R,93,0.8924731182795699,0.94925981,41.5
116,house,G000568,Griffith,VA,9,R,55,0.9090909090909091,0.96130302,41.5
0,house,G000571,Gabbard,HI,2,Democrat,126,0.19047619047619047,0.17201717,-31.8
115,house,G000571,Gabbard,HI,2,D,91,0.25274725274725274,0.22741073,-31.8
116,house,G000571,Gabbard,HI,2,D,35,0.02857142857142857,0.02799393,-31.8
0,house,G000574,Gallego,AZ,7,Democrat,149,0.12080536912751678,0.12456578,-49.2
115,house,G000574,Gallego,AZ,7,D,94,0.1702127659574468,0.18346223,-49.2
116,house,G000574,Gallego,AZ,7,D,55,0.03636363636363636,0.0239064,-49.2
0,house,G000576,Grothman,WI,6,Republican,150,0.9466666666666667,0.88171857,16.9
115,house,G000576,Grothman,WI,6,R,96,0.9375,0.91080976,16.9
116,house,G000576,Grothman,WI,6,R,54,0.9629629629629629,0.83000089,16.9
0,house,G000577,Graves,LA,6,Republican,151,0.9006622516556292,0.94991188,33.8
115,house,G000577,Graves,LA,6,R,96,0.8854166666666666,0.94910788,33.8
116,house,G000577,Graves,LA,6,R,55,0.9272727272727272,0.95131521,33.8
0,house,G000578,Gaetz,FL,1,Republican,149,0.8389261744966443,0.95696013,39.3
115,house,G000578,Gaetz,FL,1,R,95,0.8105263157894737,0.95013337,39.3
116,house,G000578,Gaetz,FL,1,R,54,0.8888888888888888,0.96897017,39.3
0,house,G000579,Gallagher,WI,8,Republican,151,0.9006622516556292,0.88900337,17.6
115,house,G000579,Gallagher,WI,8,R,96,0.9375,0.91454741,17.6
116,house,G000579,Gallagher,WI,8,R,55,0.8363636363636363,0.8444174,17.6
0,house,G000580,Garrett,VA,5,Republican,90,0.8,0.86515363,11.1
115,house,G000580,Garrett,VA,5,R,90,0.8,0.86515363,11.1
0,house,G000581,Gonzalez,TX,15,Democrat,150,0.24666666666666667,0.24951178,-16.7
115,house,G000581,Gonzalez,TX,15,D,95,0.3473684210526316,0.36515802,-16.7
116,house,G000581,Gonzalez,TX,15,D,55,0.07272727272727272,0.04975919,-16.7
0,house,G000583,Gottheimer,NJ,5,Democrat,152,0.3618421052631579,0.54805354,1.1
115,house,G000583,Gottheimer,NJ,5,D,96,0.5520833333333334,0.71590437,1.1
116,house,G000583,Gottheimer,NJ,5,D,56,0.03571428571428571,0.26030926,1.1
0,house,G000584,Gianforte,MT,0,Republican,118,0.940677966101695,0.89492298,20.42273211
115,house,G000584,Gianforte,MT,0,R,62,0.9354838709677419,0.90475126,20.42273211
116,house,G000584,Gianforte,MT,0,R,56,0.9464285714285714,0.88404167,20.42273211
0,house,G000585,Gomez,CA,34,Democrat,113,0.09734513274336283,0.09370717,-72.9
115,house,G000585,Gomez,CA,34,D,57,0.17543859649122806,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,56,0.017857142857142856,0.01920968,-72.9
0,house,G000586,García,IL,4,Democrat,56,0.017857142857142856,0.01965842,-68.9
116,house,G000586,García,IL,4,D,56,0.017857142857142856,0.01965842,-68.9
0,house,G000587,Garcia,TX,29,Democrat,56,0.05357142857142857,0.02457478,-45.7
116,house,G000587,Garcia,TX,29,D,56,0.05357142857142857,0.02457478,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,55,0.9272727272727272,0.823409,16.6
116,house,G000588,Gonzalez,OH,16,R,55,0.9272727272727272,0.823409,16.6
0,house,G000589,Gooden,TX,5,Republican,55,0.9636363636363636,0.93513953,28.4
116,house,G000589,Gooden,TX,5,R,55,0.9636363636363636,0.93513953,28.4
0,house,G000590,Green,TN,7,Republican,55,0.9454545454545454,0.95874943,39.3
116,house,G000590,Green,TN,7,R,55,0.9454545454545454,0.95874943,39.3
0,house,G000591,Guest,MS,3,Republican,56,0.9642857142857143,0.91805843,24.5
116,house,G000591,Guest,MS,3,R,56,0.9642857142857143,0.91805843,24.5
0,house,G000592,Golden,ME,2,Democrat,56,0.08928571428571429,0.63611069,10.3
116,house,G000592,Golden,ME,2,D,56,0.08928571428571429,0.63611069,10.3
0,house,H000324,Hastings,FL,20,Democrat,142,0.09154929577464789,0.10831356,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.12222222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,52,0.038461538461538464,0.02224763,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,151,0.13245033112582782,0.15822367,-32
115,house,H000874,Hoyer,MD,5,D,95,0.18947368421052632,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,56,0.03571428571428571,0.03048677,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.9479166666666666,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.9479166666666666,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,150,0.14666666666666667,0.22299562,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.22340425531914893,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,56,0.017857142857142856,0.04304358,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,147,0.19727891156462585,0.19761924,-23
115,house,H001047,Himes,CT,4,D,93,0.2903225806451613,0.28953016,-23
116,house,H001047,Himes,CT,4,D,54,0.037037037037037035,0.0393282,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.9530201342281879,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.9468085106382979,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.9636363636363636,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.21428571428571427,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.21428571428571427,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,150,0.9133333333333333,0.94126199,28.6
115,house,H001052,Harris,MD,1,R,95,0.8736842105263158,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,55,0.9818181818181818,0.93586272,28.6
0,house,H001053,Hartzler,MO,4,Republican,146,0.9657534246575342,0.95174201,36
115,house,H001053,Hartzler,MO,4,R,94,0.9787234042553191,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,52,0.9423076923076923,0.95255898,36
0,house,H001056,Herrera Beutler,WA,3,Republican,147,0.8163265306122449,0.71121805,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.9157894736842105,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,52,0.6346153846153846,0.51004303,7.4
0,house,H001058,Huizenga,MI,2,Republican,149,0.9664429530201343,0.88944048,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.9789473684210527,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,54,0.9444444444444444,0.8464539,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.9680851063829787,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.9680851063829787,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,151,0.17218543046357615,0.30985959,-11.4
115,house,H001064,Heck,WA,10,D,95,0.24210526315789474,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,56,0.05357142857142857,0.06722748,-11.4
0,house,H001065,Holding,NC,2,Republican,152,0.9210526315789473,0.76058926,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,56,0.9464285714285714,0.60778361,9.6
0,house,H001066,Horsford,NV,4,Democrat,56,0.03571428571428571,0.12414977,-4.9
116,house,H001066,Horsford,NV,4,D,56,0.03571428571428571,0.12414977,-4.9
0,house,H001067,Hudson,NC,8,Republican,138,0.9202898550724637,0.85573735,15
115,house,H001067,Hudson,NC,8,R,90,0.9222222222222223,0.89618146,15
116,house,H001067,Hudson,NC,8,R,48,0.9166666666666666,0.77990464,15
0,house,H001068,Huffman,CA,2,Democrat,146,0.11643835616438356,0.11927447,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826086957,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,54,0.037037037037037035,0.02548478,-45.7
0,house,H001071,Hice,GA,10,Republican,148,0.918918918918919,0.93774556,25.5
115,house,H001071,Hice,GA,10,R,96,0.8958333333333334,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,52,0.9615384615384616,0.93299838,25.5
0,house,H001072,Hill,AR,2,Republican,151,0.9668874172185431,0.78463122,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,56,0.9642857142857143,0.65176721,10.7
0,house,H001073,Hurd,TX,23,Republican,151,0.8145695364238411,0.45030552,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.9479166666666666,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,55,0.5818181818181818,0.14918721,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,150,0.86,0.93756541,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.8829787234042553,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,56,0.8214285714285714,0.93035945,26.9
0,house,H001077,Higgins,LA,3,Republican,146,0.9657534246575342,0.95272292,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,53,0.9622641509433962,0.95905404,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.9838709677419355,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.9838709677419355,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,56,0.03571428571428571,0.04936721,-16.5
116,house,H001080,Haaland,NM,1,D,56,0.03571428571428571,0.04936721,-16.5
0,house,H001081,Hayes,CT,5,Democrat,56,0.03571428571428571,0.13628875,-4.1
116,house,H001081,Hayes,CT,5,D,56,0.03571428571428571,0.13628875,-4.1
0,house,H001082,Hern,OK,1,Republican,58,0.9655172413793104,0.93315514,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,55,0.9636363636363636,0.93621828,28.7
0,house,H001083,Horn,OK,5,Democrat,56,0.07142857142857142,0.74516495,13.4
116,house,H001083,Horn,OK,5,D,56,0.07142857142857142,0.74516495,13.4
0,house,H001085,Houlahan,PA,6,Democrat,56,0.03571428571428571,0.07954342,-9.3
116,house,H001085,Houlahan,PA,6,D,56,0.03571428571428571,0.07954342,-9.3
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,55,0.9272727272727272,0.78569251,14.9
116,house,H001088,Hagedorn,MN,1,R,55,0.9272727272727272,0.78569251,14.9
0,house,H001090,Harder,CA,10,Democrat,56,0.017857142857142856,0.15564988,-3
116,house,H001090,Harder,CA,10,D,56,0.017857142857142856,0.15564988,-3
0,house,I000056,Issa,CA,49,Republican,91,0.9340659340659341,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.9340659340659341,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,150,0.11333333333333333,0.11489558,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.16842105263157894,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,55,0.01818181818181818,0.02213525,-56.5
0,house,J000126,Johnson,TX,30,Democrat,144,0.11805555555555555,0.11350399,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.18181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,56,0.017857142857142856,0.02089007,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.9310344827586207,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.9310344827586207,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.49333333333333335,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.49333333333333335,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,150,0.11333333333333333,0.11873185,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.1595744680851064,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,56,0.03571428571428571,0.02251755,-53.1
0,house,J000289,Jordan,OH,4,Republican,150,0.88,0.94888529,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,56,0.9285714285714286,0.95040206,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,150,0.98,0.95474965,42.6
115,house,J000292,Johnson,OH,6,R,95,0.9894736842105263,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,55,0.9636363636363636,0.96243331,42.6
0,house,J000294,Jeffries,NY,8,Democrat,149,0.11409395973154363,0.10241535,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.1595744680851064,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,55,0.03636363636363636,0.01975235,-71.1
0,house,J000295,Joyce,OH,14,Republican,152,0.9539473684210527,0.80067611,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,56,0.9285714285714286,0.68177307,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,151,0.07947019867549669,0.10195268,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.11578947368421053,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,56,0.017857142857142856,0.01953705,-69.9
0,house,J000299,Johnson,LA,4,Republican,145,0.9310344827586207,0.93455463,24
115,house,J000299,Johnson,LA,4,R,93,0.9139784946236559,0.9364328,24
116,house,J000299,Johnson,LA,4,R,52,0.9615384615384616,0.93119558,24
0,house,J000301,Johnson,SD,0,Republican,56,0.875,0.94089033,29.79332222
116,house,J000301,Johnson,SD,0,R,56,0.875,0.94089033,29.79332222
0,house,J000302,Joyce,PA,13,Republican,55,0.9818181818181818,0.9652047,45.7
116,house,J000302,Joyce,PA,13,R,55,0.9818181818181818,0.9652047,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.6666666666666666,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.6666666666666666,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,149,0.1610738255033557,0.20003648,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.23655913978494625,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,56,0.03571428571428571,0.03916441,-22.2
0,house,K000188,Kind,WI,3,Democrat,145,0.21379310344827587,0.63595115,4.5
115,house,K000188,Kind,WI,3,D,92,0.31521739130434784,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,53,0.03773584905660377,0.38676646,4.5
0,house,K000210,King,NY,2,Republican,149,0.8389261744966443,0.74785313,9.1
115,house,K000210,King,NY,2,R,94,0.8617021276595744,0.84273084,9.1
116,house,K000210,King,NY,2,R,55,0.8,0.5856985,9.1
0,house,K000362,King,IA,4,Republican,149,0.9328859060402684,0.93819188,27.4
115,house,K000362,King,IA,4,R,93,0.9139784946236559,0.94164382,27.4
116,house,K000362,King,IA,4,R,56,0.9642857142857143,0.9324592,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,56,0.017857142857142856,0.12414977,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,56,0.017857142857142856,0.12414977,-4.9
0,house,K000375,Keating,MA,9,Democrat,146,0.1917808219178082,0.31196059,-10.7
115,house,K000375,Keating,MA,9,D,91,0.2857142857142857,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,55,0.03636363636363636,0.07142749,-10.7
0,house,K000376,Kelly,PA,16,Republican,150,0.96,0.9174873,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,55,0.9454545454545454,0.87704742,20
0,house,K000378,Kinzinger,IL,16,Republican,149,0.9328859060402684,0.88518606,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.9895833333333334,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,53,0.8301886792452831,0.83580433,17.2
0,house,K000379,Kennedy,MA,4,Democrat,143,0.11188811188811189,0.18881406,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.1724137931034483,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,56,0.017857142857142856,0.03678334,-24.2
0,house,K000380,Kildee,MI,5,Democrat,149,0.1342281879194631,0.42801067,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.20430107526881722,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,56,0.017857142857142856,0.13468613,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,151,0.19205298013245034,0.29787694,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.28421052631578947,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,56,0.03571428571428571,0.06306355,-12.3
0,house,K000382,Kuster,NH,2,Democrat,149,0.24832214765100671,0.46662078,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.3723404255319149,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,55,0.03636363636363636,0.1685896,-2.4
0,house,K000385,Kelly,IL,2,Democrat,151,0.09271523178807947,0.11156967,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.1368421052631579,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,56,0.017857142857142856,0.02124786,-58.9
0,house,K000386,Katko,NY,24,Republican,148,0.7702702702702703,0.44856204,-3.6
115,house,K000386,Katko,NY,24,R,95,0.9052631578947369,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,53,0.5283018867924528,0.15066466,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.9894736842105263,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.9894736842105263,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,151,0.9470198675496688,0.94863041,33
115,house,K000388,Kelly,MS,1,R,95,0.9263157894736842,0.94833029,33
116,house,K000388,Kelly,MS,1,R,56,0.9821428571428571,0.94913954,33
0,house,K000389,Khanna,CA,17,Democrat,150,0.11333333333333333,0.11401528,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.1595744680851064,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,56,0.03571428571428571,0.022445,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.22340425531914893,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.22340425531914893,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,151,0.17880794701986755,0.20669184,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.2631578947368421,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,56,0.03571428571428571,0.03983349,-21.7
0,house,K000392,Kustoff,TN,8,Republican,150,0.9466666666666667,0.9514263,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.9270833333333334,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,54,0.9814814814814815,0.95422854,35.6
0,house,K000394,Kim,NJ,3,Democrat,56,0.03571428571428571,0.46046661,6.2
116,house,K000394,Kim,NJ,3,D,56,0.03571428571428571,0.46046661,6.2
0,house,K000395,Keller,PA,12,Republican,26,0.9230769230769231,0.93978546,36.4
116,house,K000395,Keller,PA,12,R,26,0.9230769230769231,0.93978546,36.4
0,house,L000263,Levin,MI,9,Democrat,95,0.17894736842105263,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.17894736842105263,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,148,0.08108108108108109,0.10162067,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043011,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,55,0.03636363636363636,0.01953863,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,149,0.12751677852348994,0.12163765,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.18947368421052632,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,54,0.018518518518518517,0.02375285,-51.4
0,house,L000480,Lowey,NY,17,Democrat,149,0.12751677852348994,0.21462356,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.19148936170212766,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,55,0.01818181818181818,0.04280973,-20.2
0,house,L000491,Lucas,OK,3,Republican,149,0.9731543624161074,0.95633011,52.7
115,house,L000491,Lucas,OK,3,R,96,0.9895833333333334,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,53,0.9433962264150944,0.96883476,52.7
0,house,L000551,Lee,CA,13,Democrat,150,0.07333333333333333,0.09318966,-80.6
115,house,L000551,Lee,CA,13,D,94,0.09574468085106383,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,56,0.03571428571428571,0.01859234,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.8229166666666666,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.8229166666666666,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,146,0.1780821917808219,0.1948044,-23.1
115,house,L000557,Larson,CT,1,D,91,0.26373626373626374,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,55,0.03636363636363636,0.03872955,-23.1
0,house,L000559,Langevin,RI,2,Democrat,150,0.18666666666666668,0.37384157,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.26595744680851063,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,56,0.05357142857142857,0.09784346,-7.1
0,house,L000560,Larsen,WA,2,Democrat,151,0.1456953642384106,0.20401798,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.22105263157894736,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,56,0.017857142857142856,0.03929563,-22.1
0,house,L000562,Lynch,MA,8,Democrat,149,0.2080536912751678,0.17937295,-26
115,house,L000562,Lynch,MA,8,D,93,0.3118279569892473,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,56,0.03571428571428571,0.03497468,-26
0,house,L000563,Lipinski,IL,3,Democrat,149,0.2684563758389262,0.26031133,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.40860215053763443,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,56,0.03571428571428571,0.05252528,-15.3
0,house,L000564,Lamborn,CO,5,Republican,152,0.9342105263157895,0.92901304,24
115,house,L000564,Lamborn,CO,5,R,96,0.9270833333333334,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,56,0.9464285714285714,0.91492737,24
0,house,L000565,Loebsack,IA,2,Democrat,151,0.23841059602649006,0.62110852,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.35789473684210527,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,56,0.03571428571428571,0.37089702,4.1
0,house,L000566,Latta,OH,5,Republican,152,0.9539473684210527,0.93291387,25.1
115,house,L000566,Latta,OH,5,R,96,0.9583333333333334,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,56,0.9464285714285714,0.92152877,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.8645833333333334,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.8645833333333334,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,150,0.9733333333333334,0.95318065,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.9787234042553191,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,56,0.9642857142857143,0.95910992,39
0,house,L000570,Luján,NM,3,Democrat,151,0.12582781456953643,0.26444552,-15.1
115,house,L000570,Luján,NM,3,D,95,0.17894736842105263,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,56,0.03571428571428571,0.05310078,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.8313253012048193,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.8313253012048193,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,144,0.9375,0.95725031,45.7
115,house,L000576,Long,MO,7,R,88,0.9318181818181818,0.95179303,45.7
116,house,L000576,Long,MO,7,R,56,0.9464285714285714,0.96582605,45.7
0,house,L000578,LaMalfa,CA,1,Republican,151,0.9403973509933775,0.90557122,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.9578947368421052,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,56,0.9107142857142857,0.87542653,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,148,0.10810810810810811,0.15590964,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826086957,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,56,0.017857142857142856,0.03073128,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,145,0.12413793103448276,0.1072256,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.1827956989247312,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,52,0.019230769230769232,0.02238449,-60.9
0,house,L000582,Lieu,CA,33,Democrat,145,0.1310344827586207,0.12723259,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.20224719101123595,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,56,0.017857142857142856,0.02609056,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,145,0.9172413793103448,0.93529817,25
115,house,L000583,Loudermilk,GA,11,R,93,0.8817204301075269,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,52,0.9807692307692307,0.93033217,25
0,house,L000584,Love,UT,4,Republican,94,0.9574468085106383,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.9574468085106383,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,151,0.9470198675496688,0.93891232,27.3
115,house,L000585,LaHood,IL,18,R,96,0.9479166666666666,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,55,0.9454545454545454,0.93132668,27.3
0,house,L000586,Lawson,FL,5,Democrat,143,0.2517482517482518,0.18928979,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.37777777777777777,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,53,0.03773584905660377,0.03747066,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.9032258064516129,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.9032258064516129,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,81,0.24691358024691357,0.50169761,2.6
